City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
491,karagay,100,RU,1562718302,97,58.27,54.93,60.53,8.41
492,stokmarknes,22,NO,1562718303,66,68.56,14.91,55.0,12.17
493,phan thiet,73,VN,1562718118,80,10.93,108.1,78.71,6.55
494,narasapur,100,IN,1562718303,81,16.45,81.67,81.59,4.29
495,sabha,0,LY,1562718303,12,27.03,14.43,86.63,12.8
496,ewo,0,CG,1562718304,75,-0.88,14.81,73.85,8.32
497,sao gabriel da cachoeira,12,BR,1562718304,77,-0.13,-67.09,74.57,1.28
498,axim,100,GH,1562718304,91,4.87,-2.24,75.47,7.96
499,weligama,27,LK,1562718304,79,5.97,80.42,82.13,10.71
500,izoplit,69,RU,1562718305,96,56.63,36.21,49.37,4.34
501,livramento,40,BR,1562718305,94,-3.03,-60.18,78.8,5.79
502,placido de castro,0,BR,1562718305,62,-10.34,-67.19,75.29,1.54
503,sao jose da coroa grande,14,BR,1562718306,94,-8.9,-35.15,70.43,3.11
504,suntar,83,RU,1562718306,58,62.16,117.65,73.13,3.87
505,la asuncion,57,AR,1562718306,71,-26.05,-65.39,49.19,2.46
506,fethiye,0,TR,1562718306,83,36.62,29.12,73.4,5.82
507,warman,40,CA,1562718307,38,52.32,-106.58,75.2,12.75
508,naranjal,0,PY,1562718307,59,-25.97,-55.19,60.8,3.36
509,urucui,5,BR,1562718307,60,-7.23,-44.56,75.29,4.32
510,kiyasovo,100,RU,1562718308,91,56.35,53.12,61.0,9.4
511,jackson,1,US,1562718049,30,43.48,-110.76,73.99,9.17
512,yenagoa,99,NG,1562718308,93,4.92,6.26,74.57,3.36
